Sample	Control-Sample 1	Control-Sample 2	Control-Sample 3	Control-Sample 4	Control-Sample 5	Control-Sample 6	Control-Sample 7	Control-Sample 8	Control-Sample 9	Control-Sample 10	Control-Sample 11
SMIM2	5.745909573	6.00176622	5.984924239	7.224001674	7.319310838	6.101517717	5.599770053	5.907381029	6.951914117	7.161141963	7.244116427
SMIM20	7.663558104	7.636399862	7.794773247	7.554995512	7.473397292	7.341718952	7.400307367	7.444600814	7.502982926	7.695576306	7.749333134
SMIM21	6.21119914	6.377842141	6.486781937	7.926082466	7.611548648	6.446105666	6.231751112	6.192636061	7.557142003	7.648724277	7.625358171
SMIM23	6.210735624	6.243587211	6.259654769	7.217521553	6.958831078	6.359854959	6.387278092	6.183162924	7.009459151	7.145534809	7.315774519
SMIM24	7.658989757	7.597419437	7.611983815	8.02055776	8.493255035	7.458824903	6.860702136	7.197649191	8.354456568	8.214629971	8.051334033
SMIM3	7.262837149	7.179948888	7.088130994	7.516787362	7.247937005	6.875558925	6.925821444	7.048606753	7.304584051	7.407633172	7.472097801
SMIM4	6.005893977	5.978300899	6.061871222	6.721837441	6.592533281	6.373688228	6.176907153	6.264236151	6.81971927	6.336429793	6.762787299
SMIM5	7.082617442	7.049489192	7.003546021	8.470630406	8.379534326	7.178346153	7.423258807	7.342679184	8.199726322	8.453941403	8.466007104
SMIM7	8.106772296	7.95691625	7.929175544	6.58387857	6.641817665	8.284342929	8.466684213	8.33772447	6.656510672	6.740860118	6.708063051
SMIM8	7.160738711	7.059225471	7.140788879	6.949313142	6.801042222	7.282662197	7.442935204	6.946052391	6.628318672	6.582685454	6.728818457
SMN1	9.49522982	9.127999867	9.588703978	7.564797966	7.611688786	9.857457636	9.588273294	9.484613777	7.507001498	7.26513256	6.956649185
SMNDC1	9.840519883	9.694232506	9.695149977	7.00583785	6.239770354	9.147105689	9.416523104	9.146540674	6.778155999	6.401664595	6.529856857
SMO	7.155263504	7.18983444	7.220871638	7.972365254	7.922976798	7.258349319	6.883901802	7.083415502	8.032822671	8.250421598	8.006842186
SMOC1	6.744981799	6.788333345	6.751878752	7.628861064	8.069492732	6.922471421	6.774734357	6.807870078	7.859777027	8.199559477	7.910282949
SMOC2	5.983185161	6.088868784	6.197029893	7.337505947	7.286474593	6.143872958	5.839365059	5.991465158	6.998861174	7.102385186	7.248288142
SMOX	7.721468362	7.714204297	7.431021154	7.840085516	8.0246909	7.687410679	7.605005332	8.031626775	7.902242447	7.801559636	8.224792768
SMPD1	8.20154565	8.290263116	8.249265183	7.20630134	7.353923113	8.001109772	7.970255474	8.043803805	7.431522676	7.443051279	7.615673772
SMPD2	8.855896288	8.993309227	8.746242216	7.53099149	7.392394708	8.17937171	8.29734276	8.177349769	7.694643438	7.679022587	7.486481091
SMPD3	7.550831421	7.021524145	6.518528844	6.753551055	7.318235484	7.060220358	6.748528321	6.72783879	7.328360776	7.344358053	7.037052702
SMPD4	8.882548594	8.904348109	8.912069071	7.184232836	7.543108932	8.570515076	8.208109361	8.556954968	7.710889712	7.46959006	7.345371049
SMPDL3A	7.481912422	7.453138913	7.643149096	7.008305357	7.290018847	7.705874256	9.279722	8.495367385	7.103854283	7.326456453	7.067423604
SMPDL3B	7.082936719	7.248183759	6.966776518	8.185851682	8.214202535	7.462224136	7.27254581	7.421736652	8.116827378	8.451070958	8.137979903
SMPX	4.842858183	4.817843226	4.798558636	6.164464499	5.61044908	4.943358763	4.970596007	5.105250636	5.740360946	5.497024694	5.574918925
SMR3A	5.383991075	5.83869466	6.076264062	7.151493552	7.349825247	6.10176982	6.007148398	5.843988867	7.284255005	7.324450605	7.580258567
SMR3B	4.413878369	4.418412611	4.456083307	4.79287617	4.833563115	4.501693903	4.506094112	4.498869945	4.688639172	4.787124208	5.058043691
SMS	9.140561397	8.971029035	8.905043967	9.350112654	9.4265562	9.190002414	9.234216283	9.351486992	9.329125839	9.041221075	9.383803636
SMTN	6.699537752	6.55145757	6.659053999	7.571600972	7.555609121	6.708932123	6.306413546	6.696299908	7.481137456	7.541979391	7.44344918
SMTNL2	7.62191267	7.550131104	7.733761058	8.58898816	8.721041069	7.744820386	7.548467451	7.519958563	8.562513381	8.577644083	8.384140491
SMU1	9.977465973	9.975991228	9.992513535	7.6463859	8.116972891	9.405452099	9.868433669	9.637914495	7.890069675	7.68919431	7.570288352
SMUG1	6.4659712	6.384025623	6.454671076	7.094024887	7.194254532	6.446381964	6.123059843	6.360065733	7.090387697	7.018878934	7.189893728
SMURF1	8.633398514	8.539934245	8.336024465	7.709166545	7.202535264	8.83176326	8.510427928	8.819840592	7.898359532	7.782683762	7.490554086
SMURF2	8.749494043	8.643098576	8.692179576	6.803704928	6.784870368	8.698812301	9.20871477	8.874185264	6.651353118	6.784072052	6.581544076
SMYD1	5.233393429	5.305062169	5.351578863	5.894628625	5.868706517	5.426539847	5.165296955	5.35665444	5.86669042	5.951671713	6.183456739
SMYD2	7.137595739	7.417894698	7.425106779	6.309660061	6.177391631	7.154413085	7.578968895	7.27020187	6.291857687	6.459446373	6.508712283
SMYD3	7.041692002	6.938285792	7.159941956	6.88381629	6.632412187	7.295594469	7.405379765	7.209053645	6.758982679	6.743245663	6.839014776
SMYD4	7.787634885	7.987161669	7.806324057	7.779167776	7.829564188	7.899979187	7.861992572	7.685043089	7.781418732	7.933495922	7.94061899
SMYD5	7.372725789	7.897446164	7.72505945	7.427681591	7.541429655	7.403676746	7.43407773	7.352776177	7.648630814	7.676937309	7.474322466
SNAI1	6.050582232	6.084285416	6.141657581	6.209876364	6.211559332	5.98683185	5.632233311	5.806112639	6.583055681	6.516877165	6.472304174
SNAI1P1	6.262179431	6.384163808	6.440646623	7.169864888	6.95265972	6.345728126	6.443691182	6.186084518	7.178306311	6.941211973	7.101912658
SNAI2	6.001901301	5.903313089	6.198659158	7.156507856	7.640657076	5.976675239	6.248870652	6.01008383	7.207375559	7.143781144	7.440927289
SNAI3	8.947596031	8.647613121	8.630296252	8.660512959	9.153032619	8.751915564	8.211693651	8.615592857	8.806942665	8.897434063	8.508115644
SNAI3-AS1	6.484183255	6.8032012	6.671250906	7.421862859	7.329114624	7.322036293	6.427460354	6.769070847	7.58393271	7.977594763	7.306025223
SNAP23	10.08561851	10.10101706	10.12308675	7.211440576	7.181122433	9.349909264	9.87334875	9.715562235	7.364633711	6.759981365	7.008170875
SNAP25	6.338561689	6.323398894	6.332079526	7.147856153	7.43661994	6.31373199	6.038644687	6.402157661	7.241611408	7.474265674	7.586817275
SNAP29	9.396150924	9.521796711	9.246671727	7.664461507	7.433593786	8.539127785	8.948513246	8.806288608	7.634731201	7.611364215	7.410010313
SNAP47	7.807206781	8.060879634	7.82380667	7.992292589	8.093333047	7.844875206	7.580258567	7.54433855	8.189780092	8.194796245	8.28720908
SNAP91	6.229182204	6.152246302	6.267822286	7.037656765	7.194727311	6.400490112	6.25438618	6.339108873	7.0596473	7.00299499	7.096609748
SNAPC1	7.67737434	7.746568064	7.744477323	7.917175131	7.837413484	8.567222186	8.683945536	8.466039743	7.626234692	7.726374854	7.65158991
SNAPC2	8.270197197	8.422645092	8.339805475	7.878694692	8.289742265	8.134996098	7.960650709	7.999160062	8.594556014	8.536301619	8.445672912
SNAPC3	9.49482959	9.362588238	9.489267957	7.214571692	7.149442293	8.653335943	9.119506623	8.790664535	7.306061689	6.813268142	7.491396171
SNAPC4	7.101534525	7.250819494	7.201045686	7.703709817	7.801947576	7.299180538	6.958517916	7.235621764	7.902959913	7.982930847	7.766177716
SNAPC5	7.459218477	7.324459606	7.370495616	7.322919607	7.216445164	7.269360484	7.134683005	7.465419475	7.215115541	7.518959954	7.576438996
SNAPIN	8.439240806	8.394029607	8.138983371	7.065938453	7.455072363	7.746245575	8.327853502	7.953655198	7.418586331	7.38048704	7.170726276
SNCA	7.941176753	8.292031684	7.974517841	8.266889587	8.12774676	7.909809099	8.722390882	8.422056354	8.106756595	8.390573112	8.365189473
SNCAIP	6.339919464	6.661863588	6.643026402	7.974655497	7.976059987	6.655967133	6.557673533	6.490578153	7.74679645	7.948659246	7.786250021
SNCB	6.817213924	7.017699253	7.063384295	7.291714054	7.542289009	6.99528099	6.934115435	6.92480063	7.690975738	7.882184493	7.705611654
SNCG	7.543542282	7.451977598	7.555593784	8.520540111	8.785808807	7.518771163	7.249767674	7.229174511	8.4076884	8.620065832	8.725908125
SND1	9.598283313	9.423475226	9.405360617	7.992156606	7.874489611	9.357639971	9.308100078	9.512657513	8.445511528	8.20523121	8.03282818
SND1-IT1	7.346779643	6.979339446	7.143087246	6.955382556	7.137657212	7.981167667	8.054908154	7.864848518	7.061894977	6.954696513	7.262386175
SNED1	7.050773755	7.239808534	7.190654364	7.25198413	7.417692207	7.427279317	6.953486423	7.546601262	7.585330642	7.480725586	7.809813137
SNF8	8.728444357	8.539635752	8.686805142	7.922287062	7.809800278	8.8584069	9.02463827	8.750770621	8.392089837	8.308766769	8.683910457
SNHG11	7.393759397	7.391243589	7.388155088	7.922304905	7.763039698	7.324702613	7.383445102	7.376429311	7.864718543	8.066223764	8.147561102
SNHG12	8.269856026	8.510736481	8.323126837	8.162008574	8.072062914	8.896423232	8.932769869	8.988565404	7.822628187	8.013908845	8.078102762
SNHG17	8.371153406	8.284653311	8.482551546	8.083062159	8.150242148	8.474578712	8.123426208	8.409257316	8.190150951	8.000291156	8.36377251
SNIP1	8.930979737	8.992553189	8.94745869	8.951555741	8.565829432	9.119397681	9.030700238	9.093533768	8.978218515	9.057710194	9.004431166
SNN	9.291536796	9.43124895	9.479608504	9.174396431	9.622837032	9.057252592	9.076708727	9.241880692	9.629320188	9.357679554	9.309553659
SNORA1	8.230995517	8.120554121	8.56064618	9.438326124	8.920206941	10.10080686	10.41229462	10.01390885	9.928965401	9.731709355	8.894187204
SNORA10	10.14710314	10.36006793	10.7985609	11.12676899	10.89863162	11.92120869	12.02973584	11.77046155	11.52408131	11.21839977	10.81619968
SNORA13	6.010081592	6.410132461	6.640068476	6.418991035	6.532856155	7.791442933	7.939173675	8.041861717	6.583230227	6.525336007	6.122465658
SNORA14A	6.719977416	6.817636047	7.499598775	7.557739386	7.29798006	9.708080299	10.20630623	9.5081414	8.022739537	7.418881439	7.052970102
SNORA14B	6.914026283	6.923208618	7.72129746	7.059636486	6.664909442	9.128014949	9.790780182	8.835996687	7.504739553	7.005938877	6.396974612
SNORA15	6.428213528	6.288796143	6.365391006	8.222112868	8.043151596	6.904190322	6.955932646	7.00922588	7.938373169	8.107221722	8.134476005
SNORA16A	10.90734137	11.22780243	11.69041273	12.8074797	12.72248737	12.82861849	13.16055374	12.71458039	13.0053456	12.74177454	12.68877483
SNORA16B	7.07797997	7.065076796	6.939990515	5.426452628	5.170650174	6.08285797	6.776867256	6.295074621	5.026680567	5.212059559	4.85779194
SNORA19	5.89623067	5.87102303	5.670673243	5.058299176	4.873286607	5.577507381	6.218982604	5.806679789	4.996822574	5.117960953	4.960757266
SNORA20	10.88742626	11.24139928	11.79533351	10.78575487	10.39102873	12.41722489	12.72754825	12.44155403	11.72966323	11.39488065	9.892668791
SNORA21	7.80805034	7.732581261	7.862166197	9.6571094	9.30817063	9.880229408	10.4485603	9.771981289	9.959263013	9.526622474	9.105549754
SNORA22	9.923101629	10.59261587	10.90752164	5.929741298	6.125450668	10.79794517	11.2650817	10.83735198	6.948075158	6.183899335	6.331859251
SNORA23	9.738391242	9.768798001	10.74227575	9.047778295	9.19100738	12.04550713	12.45115959	11.8328742	10.26699731	9.285057688	9.006351327
SNORA24	8.803285167	9.223118417	9.480255023	9.603837727	9.42481714	11.4587962	11.67833605	11.42123382	10.47235576	9.820174175	8.942095124
SNORA27	7.332967452	7.328791595	7.569149274	6.735576331	6.69047297	6.83153527	7.322162514	6.978390142	6.287621891	6.512380188	6.142237788
SNORA28	7.950876622	7.702103407	7.091562327	5.919623731	5.664414572	7.343603248	8.327736758	7.563958897	6.138212401	5.972837376	5.366535542
SNORA29	7.247585782	6.96574966	7.07831095	5.998202274	5.859656533	6.031675291	6.675081979	6.441707555	5.532226554	6.163915299	6.314493519
SNORA2A	6.059679744	6.229062966	6.549150089	7.240781794	6.676577717	7.404008993	8.145830275	7.453163611	7.794727767	7.231422808	6.776906725
SNORA2B	5.725711168	5.86104471	6.014908696	5.239298742	5.283392144	5.431826848	5.545965281	5.47884241	5.265586919	5.214159784	5.123235773
SNORA30	6.561678976	6.337067016	6.266518587	6.146649113	6.077277186	7.229607148	7.259715021	7.072213012	5.846661295	5.926907935	6.029572148
SNORA31	7.0923766	7.049804996	6.733245863	6.048552264	6.122952204	7.193633774	7.806659169	7.590482259	6.633357097	6.112308133	5.948339195
SNORA33	5.277482691	5.06835266	5.174526265	5.609923353	5.655514981	7.558573776	8.56973791	7.126694149	5.88371367	5.509923818	5.482541775
SNORA35	6.633900504	6.719073892	6.651668832	8.062078527	7.856132914	7.081808291	6.592338926	6.662960267	7.837167459	8.156401673	8.010516917
SNORA36A	6.262342949	6.356844559	6.79034198	6.489019427	6.2772967	6.793921886	7.462960263	7.494855584	6.343688516	6.249437756	6.064046439
SNORA36C	5.110308949	5.210688875	5.374806496	5.834374972	5.766751507	6.23355449	6.448387263	6.448653214	5.774296855	6.163949504	6.073483936
SNORA37	8.555754815	8.618356134	8.995931052	10.2309451	10.21566646	10.76362735	11.08529983	10.7465899	10.4792346	10.24374523	9.755947427
SNORA38	8.341225251	8.414947328	8.533236275	8.511515479	8.311326001	8.998144719	9.456325664	8.595421605	8.734099902	8.351420736	8.267634109
SNORA38B	11.75758586	12.36032038	12.65108085	12.39582597	12.24334657	12.68497868	12.87948178	13.32411021	12.62222116	12.13306834	12.10217257
SNORA4	7.935542253	8.065448449	7.776123733	6.174342496	5.976139056	8.606945544	9.066732338	8.453743909	6.638414192	6.168395335	6.155816008
SNORA40	6.525750996	6.432070808	6.489558991	9.812836718	9.261239313	10.74914036	10.83405224	10.61719194	10.34789814	10.08431678	9.2508858
SNORA41	6.122538133	6.099368852	6.300253708	7.312565346	7.516952783	7.462199592	7.993963008	7.565795167	7.56770515	7.282337864	7.415741768
SNORA44	7.989848597	8.112793947	8.605227626	9.701739639	9.539736549	9.477624715	10.00056344	9.498189025	10.01609791	9.668721919	9.48430331
SNORA45A	12.33798978	12.71680232	13.45366933	13.52631583	13.43997369	14.00323679	14.30170338	13.92284453	13.69127461	13.77494145	13.5438535
SNORA45B	7.613678979	7.61088458	7.923505768	8.230140555	8.084207804	8.393892364	8.727202331	8.317661333	8.636113424	7.805808349	8.055168534
SNORA46	4.796826142	4.988234768	5.402387928	6.772426752	6.018578541	6.432745659	6.644187971	6.647170578	6.141428704	6.465984257	6.368970843
SNORA48	10.85046816	10.85255292	11.00274471	11.60091179	11.48115361	11.72321297	12.17347727	11.88671017	11.99719007	11.60895243	11.09985405
SNORA49	7.85173655	8.035183997	8.546852027	7.902097704	7.981784169	10.11372915	10.4535896	10.21632147	8.79492267	8.594488834	7.456099739
SNORA51	6.806259604	6.944553949	7.035469955	7.662112907	8.091197342	7.941658018	8.156123537	7.870185913	8.448388915	8.264456675	7.854968091
SNORA52	8.764291079	8.957888488	9.45560669	10.45002555	10.2383928	10.57306014	10.88782225	10.60231843	10.71711946	10.43339766	10.20537785
SNORA54	8.883220623	9.241463638	9.738605727	11.96074409	11.69741938	11.3541061	11.71188633	11.19510764	12.15343803	11.74842769	11.22952183
SNORA55	8.422413831	8.252433637	8.370752784	9.718224612	9.719212538	9.110010817	9.375041604	8.864028244	9.215804769	9.53997882	9.434688686
SNORA57	9.812233472	9.910327926	10.48037621	11.44559946	10.81067606	11.71896947	11.85254902	11.67509698	11.85737456	11.32179284	11.06047303
SNORA58	4.958323026	5.006078057	5.031611337	5.617198553	5.863056314	5.592295566	5.657925772	5.520029304	5.758193894	5.847270367	5.55274901
SNORA59B	6.761564529	7.123842054	7.179928989	7.16086978	7.04249113	8.406855507	8.97931372	8.570777879	7.592113142	7.32222562	7.164414215
SNORA5A	8.476345231	9.018789935	8.993190326	7.80478283	7.842922279	9.082327371	9.400473888	9.261709449	8.528754926	7.539701659	6.706295702
SNORA5B	5.871392736	5.884085024	5.934398552	7.041681052	6.934634441	6.207121725	6.255742421	6.007783047	6.90643367	7.151199243	6.798063479
SNORA5C	8.044700113	8.175095401	8.784219316	9.328394438	9.418002261	9.26570177	9.263445271	9.086969482	9.518782963	9.56203631	9.311782367
SNORA6	7.843336948	7.968188695	7.908182431	8.103807085	7.810423823	10.56833618	10.81145497	10.66518489	9.000746514	8.72285875	7.921739796
SNORA60	8.294225562	8.823720705	9.487462231	10.22349495	10.19072596	11.38383927	11.92325319	11.31815864	10.72928085	10.5721128	9.73937221
SNORA61	9.706668682	10.13073786	10.7910489	9.59581319	9.522940444	10.92867381	11.13048691	11.04233654	10.04590979	9.87343796	9.146835935
SNORA62	7.669515804	8.08496248	8.78531841	10.49101128	9.885859544	10.55282277	11.01912504	10.61572158	10.64740446	10.42949043	10.02566559
SNORA64	7.717292567	7.881352605	8.14838506	6.924230559	7.023898477	8.454003115	8.920367744	8.512373077	7.480709432	7.306754381	7.09762133
SNORA65	6.766489155	6.677254522	6.732513427	7.611194516	7.563234413	7.323325029	8.000704269	7.469942941	7.820823563	8.091387781	7.884848198
SNORA67	10.63758489	10.38868465	10.30855519	8.386526448	8.497037472	9.42690418	9.693929456	9.768255465	8.926871179	8.491841074	8.189854203
SNORA68	9.896843993	10.17790534	10.565759	10.55416672	10.12019899	12.01145441	12.30527802	12.15002014	11.50057801	10.72430067	9.612079682
SNORA69	4.461875571	4.618162289	4.715047708	4.536879726	4.567636708	4.467970661	4.629543138	4.550217315	4.585984048	4.780793017	4.468883033
SNORA70	11.80550172	11.71639051	11.50916847	10.53034518	10.20449066	11.42901514	11.75167746	11.52265764	10.72620691	10.15771495	9.792672635
SNORA70B	6.905206469	6.254064877	6.179001399	5.921310166	5.914447324	7.378329541	7.040596586	6.727076367	5.815229571	5.735378659	5.704777921
SNORA70C	6.758876111	6.829139198	6.760939453	7.499534997	7.292800151	6.527117265	6.674178141	6.378317401	7.094605565	6.800317529	7.341630009
SNORA70D	6.54874486	6.555848358	6.560137149	7.737206775	7.556720623	6.542361759	6.629311444	6.701438161	7.548798794	7.792048425	7.914361212
SNORA70E	7.321666583	7.439664689	7.475830688	7.837590091	7.724779857	7.2105155	7.458078458	7.099547696	7.441865217	7.61627682	7.399401838
SNORA70F	4.666500974	4.836131169	4.626491704	5.244616909	4.927052581	4.85190392	5.126357565	4.802916968	4.75496765	4.9057071	5.032532882
SNORA70G	7.554343266	7.430586361	7.427874307	7.681702249	8.05121438	7.749842617	8.461712715	8.106515831	8.081046635	8.069836404	7.944343106
SNORA71A	9.32046437	9.559834015	9.719642083	8.359499208	8.493138926	9.922138369	10.75202097	10.29698501	9.112661042	8.661699727	8.540639528
SNORA71B	10.02010489	10.53327132	11.11337754	8.811397173	8.669948004	9.68104686	10.60537766	9.651188059	9.157091725	8.721492287	8.328185719
SNORA71C	9.707647297	9.905364439	9.967456841	9.07026051	9.037173535	10.16103108	10.67905779	10.42894634	9.636794979	9.208148989	9.240206982
SNORA71D	12.68585038	12.67414591	13.03330426	11.10829575	11.07523846	12.86451698	13.16222924	12.8989962	11.80632003	11.16918593	10.68967481
SNORA73A	11.84669702	12.01351809	12.37565853	12.22416451	12.57468576	13.49428059	13.44189374	13.44648887	13.04148976	11.90217535	11.79397714
SNORA74A	5.91214445	5.762351474	5.885237566	7.730504103	7.883767424	8.014299495	8.590257681	8.054322127	8.189508317	7.943651792	7.801365628
SNORA75	9.793723597	9.664143247	9.29218587	7.971417097	7.528672892	8.482630507	9.282896135	8.660669825	7.815953216	7.429866991	7.69769738
